web-scraper-order,web-scraper-start-url,getinto-link,getinto-link-href,frequency,class,duration,rate,学时安排,number,active state,课程评价数,授课教师
"1553835190-42","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","心理健康与创新能力","https://www.icourse163.org/course/UESTC-235011","第4次开课","心理学","2018年10月25日 ~ 2019年01月12日","当前开课已结束","3-5小时每周","已有6619人参加","已结束，查看内容","(149)","授课老师



李媛
博士   教授
心理健康教育中心主任





雷霖
讲师





刘荃
职称：副教授；





刁静
讲师





王海星
讲师





李谷静
讲师





刘红梅
讲师"
"1553835216-53","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","微生物学","https://www.icourse163.org/course/XMU-1001773005","第4次开课","理学","2018年08月27日 ~ 2019年01月22日","当前开课已结束","2-3小时每周","已有9612人参加","已结束，查看内容","(70)","授课老师



郭峰
副教授





张连茹
教授





田蕴
教授





袁晶
教授"
"1553836017-357","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","数字逻辑电路","https://www.icourse163.org/course/NJUST-1001753091","第4次开课","工学","2019年02月25日 ~ 2019年06月30日","进行至第5周，共18周","2-4小时每周","已有4016人参加","立即参加","(20)","授课老师



王建新
教授





蒋立平
教授





班恬
副教授





姜萍
副教授





花汉兵
副教授





谭雪琴
副教授"
"1553835384-107","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","走进地理学","https://www.icourse163.org/course/NJU-1001623002","第6次开课","理学","2019年01月01日 ~ 2019年03月12日","当前开课已结束","2-4小时每周","已有17854人参加","老师已关闭该学期，无法查看","(582)","授课老师



李满春
教授，国家教学名师，长江学者特聘教授"
"1553836913-717","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","钢结构","https://www.icourse163.org/course/HHU-1001755159","第4次开课","工学","2019年03月15日 ~ 2019年07月01日","进行至第3周，共16周","3-5小时每周","已有1595人参加","立即参加","(68)","授课老师



曹平周
教授，博导





伍凯
副教授





朱召泉
教授





伞冰冰
副教授





韦芳芳
副教授"
"1553835530-167","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","计算机网络基础及应用","https://www.icourse163.org/course/NJUST-1001755037","第5次开课","计算机","2019年02月18日 ~ 2019年06月01日","进行至第6周，共15周","3","已有5138人参加","立即参加","(51)","授课老师



丁晟春
教授





陈芬
副教授





朱鹏
副教授





吴鹏
教授





沈思
讲师





王曰芬
教授"
"1553836255-448","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","物理与人类生活","https://www.icourse163.org/course/JLU-32006","第9次开课","理学","2019年03月04日 ~ 2019年05月20日","进行至第4周，共12周","2 - 3 小时每周","已有1050人参加","立即参加","(57)","授课老师



张汉壮
教授（博导）"
"1553836726-638","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","文化差异与跨文化交际","https://www.icourse163.org/course/ZZU-1001739001","第6次开课","文学文化","2019年03月11日 ~ 2019年05月31日","进行至第3周，共12周","3小时每周","已有1927人参加","立即参加","(57)","授课老师



曾利娟
教授"
"1553836775-659","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","无机与分析化学","https://www.icourse163.org/course/XJTU-1001916005","第5次开课","理学","2019年03月11日 ~ 2019年06月07日","进行至第3周，共13周","3-5","已有1014人参加","立即参加","(8)","授课老师



和玲
教授





李银环
副教授"
"1553835252-68","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","管理心理学（下）","https://www.icourse163.org/course/UESTC-1001564002","第4次开课","心理学","2018年09月17日 ~ 2018年11月12日","当前开课已结束","2-3小时每周","已有14311人参加","已结束，查看内容","(57)","授课老师



祝小宁
教授/博导"
"1553836433-521","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","电机学","https://www.icourse163.org/course/HIT-1002267006","第4次开课","工学","2019年03月04日 ~ 2019年05月20日","进行至第4周，共12周","4","已有7426人参加","立即参加","(265)","授课老师



李勇
教授/博导





王骞
副教授





尚静
教授"
"1553836603-591","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","计算机操作系统","https://www.icourse163.org/course/NJU-1001571004","第6次开课","计算机","2018年10月12日 ~ 2019年02月01日","当前开课已结束","5","已有54167人参加","已结束，查看内容","(75)","授课老师



骆斌
教授、博导





葛季栋
副教授"
"1553836831-683","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","大学物理—电磁学","https://www.icourse163.org/course/BIT-20020","第8次开课","理学","2019年03月12日 ~ 2019年06月10日","进行至第3周，共13周","3-5小时每周","已有3900人参加","立即参加","(78)","授课老师



胡海云
教授





吴晓丽
副教授





缪劲松
副教授"
"1553835487-149","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","学前儿童健康教育","https://www.icourse163.org/course/NJNU-1001755036","第5次开课","教育教学","2019年02月18日 ~ 2019年06月17日","进行至第6周，共18周","3小时每周","已有5477人参加","立即参加","(146)","授课老师



顾荣芳
教授





张世义
副教授





叶慧
高级教师





方芳
小学一级教师





程雨洋
实验师"
"1553835786-259","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","大学物理—力学与热学","https://www.icourse163.org/course/BIT-46002","第8次开课","理学","2019年02月25日 ~ 2019年05月31日","进行至第5周，共14周","3-5小时每周","已有19867人参加","立即参加","(139)","授课老师



刘兆龙
教授





冯艳全
副教授





石宏霆
副教授"
"1553836455-530","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","植物学","https://www.icourse163.org/course/NJAU-1001752041","第4次开课","理学","2019年03月04日 ~ 2019年06月10日","进行至第4周，共15周","4小时每周","已有2243人参加","立即参加","(201)","授课老师



强胜
教授





宋小玲
教授





王庆亚
教授





崔瑾
教授





陈世国
副教授





胡金良
副教授





李新华
副教授，硕士生导师





戴伟民
副教授





孙建云
副教授





张裕
讲师





张紫刚
讲师





刘琳莉
中级实验师"
"1553836021-358","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","毛泽东思想和中国特色社会主义理论体系概论","https://www.icourse163.org/course/WHU-1001716008","第6次开课","法学","2019年02月25日 ~ 2019年07月20日","进行至第5周，共21周","2~3小时每周","已有9339人参加","立即参加","(1135)","授课老师



丁俊萍
武汉大学马克思主义学院教授，博导，国家级教学名师，国家教育部社会科学委员会委员





李向勇
副教授





陈训威
实验中心主任，高工





李华
武汉大学马克思主义学院副教授





李楠
教授，博导





吴向伟
副教授





杨军
教授，博士生导师。





邹金堂
副教授





范卫青
武汉大学马克思主义学院副教授





王双群
副教授





简繁
讲师





任艳
讲师





余永跃
教授  博士生导师





刘明松
副教授





曹亚雄
教授，博士生导师





付克新
讲师"
"1553835108-8","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","大学英语自学课程（下）","https://www.icourse163.org/course/USTB-1001551007","第2次开课","外语","2018年02月01日 ~ 2018年03月23日","当前开课已结束","4","已有24863人参加","已结束，查看内容","(27)","授课老师



张敬源
教授





王娜
副教授





陈娟文
副教授





张丹丹
讲师





李金玉
讲师





何君萍
高级讲师





王深
工程师





沈艳娟
讲师





梁雅梦
副教授





刘荣君
副教授"
"1553836148-411","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","中级财务会计（三）","https://www.icourse163.org/course/HIT-1002597040","第4次开课","管理学","2019年03月01日 ~ 2019年06月30日","进行至第5周，共18周","4-6","已有4788人参加","立即参加","(42)","授课老师



高艳茹
副教授、硕士研究生导师"
"1553835873-296","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","文学经典导读","https://www.icourse163.org/course/CCNU-1002084006","第4次开课","文学文化","2019年02月25日 ~ 2019年06月24日","进行至第5周，共18周","2小时每周","已有9981人参加","立即参加","(168)","授课老师



戴建业
教授"
"1553836749-648","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","波动光学","https://www.icourse163.org/course/ECNU-449001","第7次开课","理学","2019年03月11日 ~ 2019年06月10日","进行至第3周，共14周","3-6","已有887人参加","立即参加","(10)","授课老师



管曙光
教授





刘金明
研究员





黄燕萍
副教授





李欣
副教授"
"1553836600-590","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","大学英语（口语）","https://www.icourse163.org/course/NUDT-17004","第7次开课","外语","2018年10月09日 ~ 2019年01月18日","当前开课已结束","2小时","已有463430人参加","已结束，查看内容","(258)","授课老师



刘源源
国防语言系讲师；《大学英语口语》课程负责人





彭天笑
国防语言系讲师





陈菁
人文与社会科学学院语言文化研究所讲师





李淼
国防语言系讲师"
"1553836160-416","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","急救常识","https://www.icourse163.org/course/WHU-85001","第12次开课","医药卫生","2019年03月01日 ~ 2019年04月01日","进行至第5周，共5周","2学时/周","已有14432人参加","立即参加","(1103)","授课老师



赵剡
教授、博士生导师





陈志桥
副主任医师





金晓晴
主治医师





江城
主治医师





王建平
副主任医师





卢章洪
主治医师"
"1553836915-718","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","中国税制","https://www.icourse163.org/course/ZNUEDU-1002080015","第4次开课","经济学","2019年03月15日 ~ 2019年06月30日","进行至第3周，共16周","待定","已有3734人参加","立即参加","(74)","授课老师



薛钢
教授





王宝顺
副教授





陈思霞
副教授"
"1553836873-701","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","创业法学","https://www.icourse163.org/course/JXUFE-1002332019","第4次开课","法学","2019年03月13日 ~ 2019年06月30日","进行至第3周，共16周","3-5小时每周","已有4456人参加","立即参加","(1921)","授课老师



邓辉
教授





张怡超
讲师





喻玲
教授





熊玉梅
副教授





杨德敏
教授





熊云辉
讲师





李忠民
副教授





刘先良
讲师"
"1553835699-230","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","化工原理（下）","https://www.icourse163.org/course/BUCT-1002093003","第4次开课","工学","2019年02月23日 ~ 2019年07月06日","进行至第5周，共20周","3-5小时/周","已有1439人参加","立即参加","(31)","授课老师



丁忠伟
教授





刘丽英
副教授"
"1553837061-776","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","中国税制","https://www.icourse163.org/course/JXUFE-1002056012","第5次开课","经济学","2019年03月25日 ~ 2019年05月31日","进行至第1周，共10周","3-5小时每周","已有3886人参加","立即参加","(272)","授课老师



王乔
教授（二级）





姚林香
教授





徐建斌
副教授





伍红
教授





万莹
教授





邱慈孙
副教授





伍云峰
副教授





黄思明
讲师





陈荣
教授





李春根
教授





张仲芳
教授





黄桂香
教授





朱门添
教授





席卫群
教授





王雯
讲师"
